Notikuma identifikators;TL kārtas numurs notikumā;TL veids;Marka;Modelis;Izlaiduma gads;Personas kārtas numurs notikumā;Statuss;Vecums (uz notikuma brīdi);Dzimums;Reibums;Miesas bojājumi
196389434;2;Vieglā;VW;TIGUAN;2016;3;;;;Nē;
196389434;;;;;;1;;;V;Nē;bez miesas bojājumiem
196389434;;;;;;2;;;S;Nē;bez miesas bojājumiem
196389473;1;Vieglā;VOLVO;V50;2012;3;;;;Nē;
196389473;2;Kravas;MAN;TGS 26.440;2011;3;;;;Nē;
196389473;;;;;;1;;;V;Nē;bez miesas bojājumiem
196389473;;;;;;2;;;V;Nē;bez miesas bojājumiem
196389529;1;Piekabe;ACE;DIPLOMAT;1990;3;;;;Nē;
196389529;2;Vieglā;SUBARU;LEGACY;2002;2;Vadītājs;29;V;Nē;bez miesas bojājumiem
196389529;3;Vieglā;JEEP;WRANGLER;2007;1;Vadītājs;37;V;Nē;bez miesas bojājumiem
196389826;1;Vieglā;VW;POLO;2003;3;;;;Nē;
196389826;2;Vieglā;VW;TOURAN;2007;3;;;;Nē;
196389826;;;;;;1;;;S;Nē;bez miesas bojājumiem
196389826;;;;;;2;;;S;Nē;bez miesas bojājumiem
196389832;1;Vieglā;VW;GOLF VARIANT;1996;3;;;;Nē;
196389832;2;Kravas;PEUGEOT;BIPPER;2013;3;;;;Nē;
196389832;;;;;;1;;;V;Nē;bez miesas bojājumiem
196389832;;;;;;2;;;V;Nē;bez miesas bojājumiem
196389836;1;Vieglā;AUDI;A6;2007;2;;;;Nē;
196389836;2;Vieglā;SSANG YONG;REXTON;2005;2;;;;Nē;
196389836;;;;;;1;;;S;Nē;bez miesas bojājumiem
196389915;1;Traktortehnika;;;;1;Vadītājs;31;V;Nē;bez miesas bojājumiem
196390130;1;Vieglā;VOLVO;V70;2002;1;Vadītājs;56;V;Nē;bez miesas bojājumiem
196390252;1;Vieglā;VOLVO;V40;2004;3;;;;Nē;
196390252;2;Vieglā;MERCEDES BENZ;S350 BLUETEC;2013;3;;;;Nē;
196390252;;;;;;2;;;V;Nē;bez miesas bojājumiem
196390252;;;;;;1;;;V;Nē;bez miesas bojājumiem
196390289;1;Vieglā;MERCEDES BENZ;E200;2013;1;Vadītājs;53;S;Nē;bez miesas bojājumiem
196390289;2;Vieglā;VW;PASSAT VARIANT;2003;2;Vadītājs;;;Nē;bez miesas bojājumiem
196390300;1;Autobuss;SOLARIS;URBINO 12;2015;1;Vadītājs;59;V;Nē;bez miesas bojājumiem
196390386;1;Vieglā;VW;TOUAREG;2012;3;;;;Nē;
196390386;2;Vieglā;RENAULT;TRAFIC;2006;3;;;;Nē;
196390386;;;;;;1;;;S;Nē;bez miesas bojājumiem
196390386;;;;;;2;;;S;Nē;bez miesas bojājumiem
196390390;1;Vieglā;VW;PASSAT VARIANT;2000;1;;;;Nē;
196390390;2;Vieglā;AUDI;A3;2006;1;;;;Nē;
196390452;1;Vieglā;TOYOTA;RAV4;2004;3;;;;Nē;
196390452;2;Vieglā;FORD;FOCUS;2005;3;;;;Nē;
196390452;;;;;;1;;;V;Nē;bez miesas bojājumiem
196390452;;;;;;2;;;S;Nē;bez miesas bojājumiem
196390602;1;Vieglā;NISSAN;QASHQAI;2014;1;Vadītājs;67;V;Nē;bez miesas bojājumiem
196390641;1;Vieglā;RENAULT;ESPACE;2004;3;;;;Nē;
196390641;2;Vieglā;HYUNDAI;SANTA FE;2007;3;;;;Nē;
196390641;;;;;;1;;;V;Nē;bez miesas bojājumiem
196390641;;;;;;2;;;V;Nē;bez miesas bojājumiem
196390714;1;Vieglā;VW;GOLF;1999;1;Vadītājs;41;V;Nē;bez miesas bojājumiem
196390812;1;Vieglā;VW;PASSAT VARIANT;1997;3;;;;Nē;
196390812;2;Vieglā;CITROEN;XSARA;2000;3;;;;Nē;
196390812;;;;;;1;;;V;Nē;bez miesas bojājumiem
196390812;;;;;;2;;;V;Nē;bez miesas bojājumiem
196390854;1;Vieglā;VW;CRAFTER;2013;3;;;;Nē;
196390854;2;Vieglā;AUDI;A5;2011;3;;;;Nē;
196390854;;;;;;1;;;V;Nē;bez miesas bojājumiem
196390854;;;;;;2;;;S;Nē;bez miesas bojājumiem
196390883;1;Vieglā;VW;CADDY LIFE;2007;1;Vadītājs;30;V;Nē;bez miesas bojājumiem
196390883;2;Kravas;MAN;TGL 12.220;2013;2;Vadītājs;51;V;Nē;bez miesas bojājumiem
196390949;1;Vieglā;AUDI;A4 AVANT;2000;3;;;;Nē;
196390949;2;Vieglā;AUDI;A4;2008;3;;;;Nē;
196390949;;;;;;1;;;V;Nē;bez miesas bojājumiem
196390949;;;;;;2;;;V;Nē;bez miesas bojājumiem
196391189;1;Vieglā;LAND ROVER;FREELANDER;1998;3;;;;Nē;
196391189;2;Vieglā;HYUNDAI;SANTA FE;2010;3;;;;Nē;
196391189;;;;;;1;;;V;Nē;bez miesas bojājumiem
196391189;;;;;;2;;;V;Nē;bez miesas bojājumiem
196391443;1;Kravas;MAN;TGL 8.180;2008;3;;;;Nē;
196391443;2;Vieglā;VOLVO;XC60;2009;3;;;;Nē;
196391443;;;;;;2;;;S;Nē;bez miesas bojājumiem
196391443;;;;;;1;;;V;Nē;bez miesas bojājumiem
196391597;1;Vieglā;FORD;FUSION;2005;3;;;;Nē;
196391597;2;Vieglā;MAZDA;3;2010;3;;;;Nē;
196391597;;;;;;2;;;S;Nē;bez miesas bojājumiem
196391597;;;;;;1;;;V;Nē;bez miesas bojājumiem
196391654;1;Vieglā;DACIA;DOKKER;2017;3;;;;Nē;
196391654;2;Vieglā;VW;GOLF;1996;3;;;;Nē;
196391654;;;;;;1;;;V;Nē;bez miesas bojājumiem
196391654;;;;;;2;;;V;Nē;bez miesas bojājumiem
196391698;1;Vieglā;AUDI;A2;2001;3;;;;Nē;
196391698;2;Vieglā;BMW;330;2003;3;;;;Nē;
196391698;;;;;;1;;;S;Nē;bez miesas bojājumiem
196391698;;;;;;2;;;V;Nē;bez miesas bojājumiem
196391736;1;Vieglā;MITSUBISHI;CARISMA;1997;3;;;;Nē;
196391736;2;Vieglā;MERCEDES BENZ;200;1993;3;;;;Nē;
196391736;;;;;;1;;;V;Nē;bez miesas bojājumiem
196391736;;;;;;2;;;V;Nē;bez miesas bojājumiem
196391744;1;Vieglā;AUDI;A1;2014;3;;;;Nē;
196391744;;;;;;2;;;V;Nē;bez miesas bojājumiem
196391744;;;;;;1;;;S;Nē;bez miesas bojājumiem
196391807;1;Vieglā;JEEP;GRAND CHEROKEE;2001;3;;;;Nē;
196391807;2;Autobuss;FORD;TRANSIT;2017;3;;;;Nē;
196391807;;;;;;1;;;V;Nē;bez miesas bojājumiem
196391807;;;;;;2;;;V;Nē;bez miesas bojājumiem
196391899;1;Vieglā;MITSUBISHI;OUTLANDER;2012;2;;;;Nē;
196391899;2;Vieglā;VW;PASSAT VARIANT;2004;2;;;;Nē;
196391899;;;;;;1;;;S;Nē;bez miesas bojājumiem
197174855;1;Motocikls;SUZUKI;GSF 600;1996;2;Vadītājs;38;V;Jā;viegli miesas bojājumi
197174855;1;Motocikls;SUZUKI;GSF 600;1996;1;Pasažieris;51;V;Nē;viegli miesas bojājumi
197185849;1;Motocikls;KAWASAKI;Z 1000;2007;1;Vadītājs;33;V;Nē;viegli miesas bojājumi
197185849;2;Vieglā;VOLVO;V50;2008;2;Vadītājs;41;V;Jā;bez miesas bojājumiem
197216701;1;Vieglā;AUDI;80;1994;1;Vadītājs;;V;Nē;bez miesas bojājumiem
197217207;1;Mopēds,motorollers;;;;1;Mopēdists;36;V;Jā;bez miesas bojājumiem
197217426;1;Vieglā;VW;PASSAT VARIANT;1999;1;Vadītājs;23;V;Jā;bez miesas bojājumiem
197217426;;;;;;2;Nenoskaidrots;;V;Nē;bez miesas bojājumiem
197217464;1;Vieglā;LAND ROVER;RANGE ROVER SPORT;2012;2;Vadītājs;41;S;Nē;viegli miesas bojājumi
197217464;2;Vieglā;VW;PASSAT VARIANT;2005;1;Vadītājs;38;V;Nē;bez miesas bojājumiem
197217464;3;Piekabe;RB;1158;2005;3;;;;Nē;
197217539;1;Vieglā;PEUGEOT;307;2004;2;Vadītājs;37;S;Nē;viegli miesas bojājumi
197217539;2;Puspiekabe;KOGEL;SN 24;2015;3;;;;Nē;
197217539;3;Kravas;SCANIA;R 450;2017;1;Vadītājs;59;V;Nē;bez miesas bojājumiem
197218631;1;Kravas;DACIA;DOKKER;2018;1;;;;Nē;
197218698;1;Kravas;DAF;XF 105;2011;1;;;;Nē;
197218698;2;Kravas;MERCEDES BENZ;SPRINTER 308;2005;1;;;;Nē;
197218734;1;Vieglā;OPEL;ASTRA SPORTS TOURER;2012;1;;;;Nē;
197218734;2;Vieglā;TOYOTA;AURIS;2014;1;;;;Nē;
197218738;1;Vieglā;VW;POLO;2018;3;;;;Nē;
197218738;2;Vieglā;JEEP;GRAND CHEROKEE;2005;3;;;;Nē;
197218738;;;;;;1;;;S;Nē;bez miesas bojājumiem
197218738;;;;;;2;;;S;Nē;bez miesas bojājumiem
197218883;1;Vieglā;CHRYSLER;VOYAGER;2003;3;;;;Nē;
197218883;;;;;;1;;;V;Nē;bez miesas bojājumiem
197218883;;;;;;2;;;V;Nē;bez miesas bojājumiem
197218887;1;Vieglā;VOLVO;C70;2009;1;;;;Nē;
197218887;2;Vieglā;TOYOTA;YARIS HYBRID;2015;1;;;;Nē;
197218908;1;Vieglā;HYUNDAI;SANTA FE;2007;3;;;;Nē;
197218908;2;Vieglā;RENAULT;MEGANE;2002;3;;;;Nē;
197218908;;;;;;2;;;S;Nē;bez miesas bojājumiem
197218908;;;;;;1;;;V;Nē;bez miesas bojājumiem
197218985;1;Kravas;SCANIA;P 320;2017;1;;;;Nē;
197218985;2;Vieglā;BMW;X5 M50D;2017;1;;;;Nē;
197219028;1;Vieglā;OPEL;CORSA-E;2017;1;;;;Nē;
197219028;2;Vieglā;TOYOTA;RAV4;2007;1;;;;Nē;
197219041;1;Vieglā;FORD;S-MAX;2007;3;;;;Nē;
197219041;2;Vieglā;AUDI;A6 AVANT;1996;3;;;;Nē;
197219041;;;;;;1;;;V;Nē;bez miesas bojājumiem
197219041;;;;;;2;;;V;Nē;bez miesas bojājumiem
197219086;1;Vieglā;CHRYSLER;GRAND VOYAGER;2005;1;;;;Nē;
197219111;1;Vieglā;MERCEDES BENZ;E350;2014;1;;;;Nē;
197219111;2;Kravas;VAUXHALL;MOVANO;2015;1;;;;Nē;
197219127;1;Vieglā;MERCEDES BENZ;CLS 320;2007;1;;;;Nē;
197219127;2;Vieglā;TOYOTA;AURIS;2015;1;;;;Nē;
197219130;1;Vieglā;MERCEDES BENZ;R 320;2006;3;;;;Nē;
197219130;2;Vieglā;AUDI;A6;2007;3;;;;Nē;
197219130;;;;;;2;;;S;Nē;bez miesas bojājumiem
197219130;;;;;;1;;;V;Nē;bez miesas bojājumiem
197219144;1;Vieglā;DACIA;LODGY;2012;1;;;;Nē;
197219144;2;Vieglā;HONDA;CRV;1997;1;;;;Nē;
197219229;1;Velosipēds;;;;1;Velosipēda vadītājs;58;V;Jā;bez miesas bojājumiem
197219354;1;Vieglā;MERCEDES BENZ;C220;2011;1;;;;Nē;
197219354;2;Vieglā;VW;T-ROC;2019;1;;;;Nē;
197219400;1;Vieglā;TOYOTA;COROLLA;2010;1;;;;Nē;
197219400;2;Vieglā;FORD;MONDEO;2009;1;;;;Nē;
197219427;1;Vieglā;VW;PASSAT VARIANT;2002;1;;;;Nē;
197219427;2;Vieglā;VW;POLO;2007;1;;;;Nē;
197219438;1;Kravas;PEUGEOT;PARTNER;2013;1;;;;Nē;
197219438;2;Vieglā;AUDI;A6;2006;1;;;;Nē;
197219540;1;Vieglā;NISSAN;X TRAIL;2010;1;;;;Nē;
197219540;2;Vieglā;SUBARU;IMPREZA;1999;1;;;;Nē;
197311333;1;Kravas;RENAULT;TRAFIC;2011;1;Vadītājs;26;V;Nē;bez miesas bojājumiem
197311333;2;Vieglā;VOLVO;V40;2000;2;Vadītājs;37;S;Nē;viegli miesas bojājumi
197311839;1;Vieglā;TOYOTA;COROLLA VERSO;2007;1;Vadītājs;40;S;Nē;viegli miesas bojājumi
197311857;1;Kravas;MERCEDES BENZ;ACTROS 2641;2006;3;;;;Nē;
197311857;2;Vieglā;VOLVO;S80;2003;3;;;;Nē;
197311857;;;;;;2;;;V;Nē;bez miesas bojājumiem
197311857;;;;;;1;;;V;Nē;bez miesas bojājumiem
197311901;1;Vieglā;AUDI;ALLROAD;2002;3;;;;Nē;
197311901;2;Vieglā;NISSAN;PRIMASTAR;2005;3;;;;Nē;
197311901;;;;;;1;;;S;Nē;bez miesas bojājumiem
197311901;;;;;;2;;;S;Nē;bez miesas bojājumiem
197311925;1;Vieglā;OPEL;MERIVA;2006;1;;;;Nē;
197312060;1;Vieglā;BMW;X1 XDRIVE 20D;2019;3;;;;Nē;
197312060;2;Vieglā;NISSAN;NOTE;2006;3;;;;Nē;
197312060;;;;;;2;;;S;Nē;bez miesas bojājumiem
197312060;;;;;;1;;;S;Nē;bez miesas bojājumiem
197312107;1;Vieglā;TOYOTA;RAV4;2013;3;;;;Nē;
197312107;2;Vieglā;BMW;X1;2011;3;;;;Nē;
197312107;;;;;;1;;;V;Nē;bez miesas bojājumiem
197312107;;;;;;2;;;S;Nē;bez miesas bojājumiem
197312109;1;Vieglā;RENAULT;MEGANE SCENIC;2005;1;Vadītājs;35;V;Nē;bez miesas bojājumiem
197312109;2;Vieglā;CITROEN;BERLINGO;2006;2;Vadītājs;;V;Nē;bez miesas bojājumiem
197312174;1;Vieglā;BMW;520;2011;1;;;;Nē;
197312287;1;Autobuss;NEOPLAN;N116;1996;3;;;;Nē;
197312287;2;Vieglā;VW;TIGUAN;2020;3;;;;Nē;
197312287;;;;;;2;;;S;Nē;bez miesas bojājumiem
197312287;;;;;;1;;;V;Nē;bez miesas bojājumiem
197312306;1;Vieglā;HYUNDAI;ELANTRA;2003;3;;;;Nē;
197312306;2;Vieglā;OPEL;MERIVA;2006;3;;;;Nē;
197312306;;;;;;2;;;V;Nē;bez miesas bojājumiem
197312306;;;;;;1;;;S;Nē;bez miesas bojājumiem
197312333;1;Vieglā;BMW;523;1997;3;;;;Nē;
197312333;2;Vieglā;ŠKODA;OCTAVIA;2007;3;;;;Nē;
197312333;;;;;;1;;;V;Nē;bez miesas bojājumiem
197312333;;;;;;2;;;S;Nē;bez miesas bojājumiem
197312352;1;Vieglā;FORD;FIESTA;2007;3;;;;Nē;
197312352;2;Autobuss;MERCEDES BENZ;0550;2003;3;;;;Nē;
197312352;;;;;;2;;;S;Nē;bez miesas bojājumiem
197312352;;;;;;1;;;V;Nē;bez miesas bojājumiem
197312421;1;Vieglā;TOYOTA;COROLLA;2006;3;;;;Nē;
197312421;2;Vieglā;MERCEDES BENZ;E270;2004;3;;;;Nē;
197312421;;;;;;1;;;V;Nē;bez miesas bojājumiem
197312421;;;;;;2;;;V;Nē;bez miesas bojājumiem
197312493;1;Vieglā;VOLVO;XC90;2005;3;;;;Nē;
197312493;2;Vieglā;VOLVO;S60;2002;3;;;;Nē;
197312493;;;;;;1;;;V;Nē;bez miesas bojājumiem
197312493;;;;;;2;;;V;Nē;bez miesas bojājumiem
197312551;1;Vieglā;MERCEDES BENZ;A160;1998;3;;;;Nē;
197312551;2;Motocikls;HONDA;XRV 750;1998;3;;;;Nē;
197312551;;;;;;1;;;V;Nē;bez miesas bojājumiem
197312551;;;;;;2;;;V;Nē;bez miesas bojājumiem
197312556;1;Vieglā;MERCEDES BENZ;E320;2004;1;;;;Nē;
197312556;2;Vieglā;OPEL;VECTRA STATION WAGON;2004;1;;;;Nē;
197312576;1;Vieglā;AUDI;A6;2007;3;;;;Nē;
197312576;2;Vieglā;AUDI;A4;2005;3;;;;Nē;
197312576;;;;;;1;;;V;Nē;bez miesas bojājumiem
197312576;;;;;;2;;;V;Nē;bez miesas bojājumiem
197312605;1;Kravas;VOLVO;FH12;1997;3;;;;Nē;
197312605;2;Kravas;RENAULT;MASTER;2008;3;;;;Nē;
197312605;3;Puspiekabe;MENCI;SA700R;2007;3;;;;Nē;
197312605;;;;;;1;;;V;Nē;bez miesas bojājumiem
197312605;;;;;;2;;;V;Nē;bez miesas bojājumiem
197312617;1;Vieglā;SAAB;9-3;2004;3;;;;Nē;
197312617;2;Vieglā;BMW;730;2010;3;;;;Nē;
197312617;;;;;;2;;;V;Nē;bez miesas bojājumiem
197312617;;;;;;1;;;V;Nē;bez miesas bojājumiem
197312632;1;Vieglā;VW;GOLF;2020;1;;;;Nē;
197312632;2;Kravas;DAF;XF 480 FT;2018;1;;;;Nē;
197312720;1;Vieglā;ŠKODA;FELICIA;1999;1;;;;Nē;
197312720;2;Vieglā;LAND ROVER;FREELANDER 2;2007;1;;;;Nē;
197312847;1;Vieglā;JEEP;GRAND CHEROKEE;2002;3;;;;Nē;
197312847;2;Vieglā;AUDI;A8;2010;3;;;;Nē;
197312847;;;;;;1;;;V;Nē;bez miesas bojājumiem
197312847;;;;;;2;;;S;Nē;bez miesas bojājumiem
197312858;1;Vieglā;AUDI;A4;2007;2;;;;Nē;
197312858;;;;;;1;;;V;Nē;bez miesas bojājumiem
197405182;1;Kravas;VW;LT35;2006;3;Pasažieris;18;V;Nē;viegli miesas bojājumi
197405182;1;Kravas;VW;LT35;2006;1;Vadītājs;47;V;Nē;viegli miesas bojājumi
197405182;2;Piekabe;RYDWAN;EURO B3000;2016;4;;;;Nē;
197405182;3;Traktortehnika;;;;2;Vadītājs;39;V;Nē;bez miesas bojājumiem
197405197;1;Vieglā;AUDI;A6 AVANT;2004;3;;;;Nē;
197405197;2;Kravas;SCANIA;R 500;2005;3;;;;Nē;
197405197;;;;;;1;;;V;Nē;bez miesas bojājumiem
197405197;;;;;;2;;;V;Nē;bez miesas bojājumiem
197405334;1;Autobuss;AMO PLANT;AMBASSADOR SB200;2012;3;;;;Nē;
197405334;2;Vieglā;BMW;118;2011;3;;;;Nē;
197405334;;;;;;1;;;S;Nē;bez miesas bojājumiem
197405334;;;;;;2;;;V;Nē;bez miesas bojājumiem
197405340;1;Vieglā;VAZ;21011;1980;3;;;;Nē;
197405340;2;Kravas;VOLVO;FH;2013;3;;;;Nē;
197405340;3;Puspiekabe;FELDBINDER;EUT 35.3;2011;3;;;;Nē;
197405340;;;;;;2;;;V;Nē;bez miesas bojājumiem
197405340;;;;;;1;;;V;Nē;bez miesas bojājumiem
197405369;1;Vieglā;VW;TIGUAN;2016;1;Vadītājs;34;V;Nē;bez miesas bojājumiem
197405369;2;Nedefinēts;;;;2;Nenoskaidrots;;V;Nē;bez miesas bojājumiem
197405393;1;Vieglā;OPEL;CORSA;2005;3;;;;Nē;
197405393;2;Vieglā;AUDI;A4;2005;3;;;;Nē;
197405393;;;;;;2;;;S;Nē;bez miesas bojājumiem
197405393;;;;;;1;;;S;Nē;bez miesas bojājumiem
197405434;1;Vieglā;VOLVO;V50;2008;3;;;;Nē;
197405434;2;Vieglā;NISSAN;X TRAIL;2003;3;;;;Nē;
197405434;;;;;;1;;;V;Nē;bez miesas bojājumiem
197405434;;;;;;2;;;S;Nē;bez miesas bojājumiem
197405489;1;Vieglā;OPEL;ASTRA STATION WAGON;2005;3;;;;Nē;
197405489;2;Vieglā;BMW;320;2001;3;;;;Nē;
197405489;;;;;;2;;;V;Nē;bez miesas bojājumiem
197405489;;;;;;1;;;S;Nē;bez miesas bojājumiem
197405544;1;Vieglā;SEAT;AROSA;2004;3;;;;Nē;
197405544;2;Vieglā;PEUGEOT;308;2009;3;;;;Nē;
197405544;;;;;;2;;;S;Nē;bez miesas bojājumiem
197405544;;;;;;1;;;V;Nē;bez miesas bojājumiem
197405558;1;Vieglā;SEAT;LEON;2001;3;;;;Nē;
197405558;2;Vieglā;CITROEN;C-CROSSER;2008;3;;;;Nē;
197405558;;;;;;1;;;S;Nē;bez miesas bojājumiem
197405558;;;;;;2;;;S;Nē;bez miesas bojājumiem
197405606;1;Autobuss;SOLARIS;URBINO 12;2015;3;;;;Nē;
197405606;2;Vieglā;FORD;C-MAX;2008;3;;;;Nē;
197405606;;;;;;2;;;V;Nē;bez miesas bojājumiem
197405606;;;;;;1;;;V;Nē;bez miesas bojājumiem
197405663;1;Vieglā;VW;PASSAT VARIANT;2004;3;;;;Nē;
197405663;2;Vieglā;BMW;318;2007;3;;;;Nē;
197405663;;;;;;1;;;V;Nē;bez miesas bojājumiem
197405663;;;;;;2;;;V;Nē;bez miesas bojājumiem
197405749;1;Vieglā;OPEL;ASTRA;2014;3;;;;Nē;
197405749;2;Vieglā;OPEL;ZAFIRA;2006;3;;;;Nē;
197405749;;;;;;2;;;V;Nē;bez miesas bojājumiem
197405749;;;;;;1;;;V;Nē;bez miesas bojājumiem
197405959;1;Kravas;VW;TRANSPORTER;1991;3;;;;Nē;
197405959;2;Vieglā;ŠKODA;OCTAVIA;2006;3;;;;Nē;
197405959;;;;;;2;;;V;Nē;bez miesas bojājumiem
197405959;;;;;;1;;;V;Nē;bez miesas bojājumiem
197406135;1;Vieglā;AUDI;A4;2008;3;;;;Nē;
197406135;2;Vieglā;CHRYSLER;GRAND VOYAGER;2007;3;;;;Nē;
197406135;;;;;;2;;;V;Nē;bez miesas bojājumiem
197406135;;;;;;1;;;V;Nē;bez miesas bojājumiem
197406136;1;Vieglā;VW;SHARAN;1997;3;;;;Nē;
197406136;2;Vieglā;HONDA;HRV;2000;3;;;;Nē;
197406136;;;;;;2;;;V;Nē;bez miesas bojājumiem
197406136;;;;;;1;;;S;Nē;bez miesas bojājumiem
197498525;1;Vieglā;SUBARU;LEGACY;2007;3;;;;Nē;
197498525;2;Vieglā;BMW;X5;2005;3;;;;Nē;
197498525;;;;;;1;;;V;Nē;bez miesas bojājumiem
197498525;;;;;;2;;;V;Nē;bez miesas bojājumiem
197498601;1;Vieglā;CHRYSLER;GRAND VOYAGER;2005;3;;;;Nē;
197498601;2;Vieglā;VOLVO;V70;2007;3;;;;Nē;
197498601;;;;;;1;;;V;Nē;bez miesas bojājumiem
197498601;;;;;;2;;;V;Nē;bez miesas bojājumiem
197498634;1;Vieglā;TOYOTA;AVENSIS;2006;3;;;;Nē;
197498634;;;;;;1;;;V;Nē;bez miesas bojājumiem
197498634;;;;;;2;;;S;Nē;bez miesas bojājumiem
197498757;1;Kravas;RENAULT;MASTER;2018;3;;;;Nē;
197498757;2;Vieglā;VOLVO;V70;2001;3;;;;Nē;
197498757;;;;;;2;;;S;Nē;bez miesas bojājumiem
197498757;;;;;;1;;;V;Nē;bez miesas bojājumiem
197498805;1;Vieglā;OPEL;ASTRA CARAVAN;2001;3;;;;Nē;
197498805;2;Kravas;RENAULT;KANGOO;2006;3;;;;Nē;
197498805;;;;;;2;;;V;Nē;bez miesas bojājumiem
197498805;;;;;;1;;;S;Nē;bez miesas bojājumiem
197498857;1;Kravas;VOLVO;FH;2014;3;;;;Nē;
197498857;2;Vieglā;MERCEDES BENZ;B 200;2007;3;;;;Nē;
197498857;3;Puspiekabe;SCHMITZ;SKO 24;2012;3;;;;Nē;
197498857;;;;;;1;;;V;Nē;bez miesas bojājumiem
197498857;;;;;;2;;;S;Nē;bez miesas bojājumiem
197498889;1;Vieglā;VW;TIGUAN;2010;2;;;;Nē;
197498889;2;Vieglā;VOLVO;S60;2004;2;;;;Nē;
197498889;;;;;;1;;;V;Nē;bez miesas bojājumiem
197499113;1;Kravas;VW;CADDY;2015;3;;;;Nē;
197499113;2;Vieglā;VW;GOLF;1999;3;;;;Nē;
197499113;;;;;;1;;;V;Nē;bez miesas bojājumiem
197499113;;;;;;2;;;V;Nē;bez miesas bojājumiem
197499208;1;Vieglā;AUDI;A4;1995;1;;;;Nē;
197499208;2;Vieglā;VOLVO;V70;1998;1;;;;Nē;
197499213;1;Vieglā;VW;PASSAT VARIANT;2001;1;Vadītājs;55;V;Nē;bez miesas bojājumiem
197499225;1;Vieglā;TOYOTA;RAV4;2017;3;;;;Nē;
197499225;2;Vieglā;MAZDA;626;1992;3;;;;Nē;
197499225;;;;;;1;;;S;Nē;bez miesas bojājumiem
197499225;;;;;;2;;;V;Nē;bez miesas bojājumiem
197499311;1;Vieglā;ŠKODA;FABIA;2008;1;;;;Nē;
197499311;2;Vieglā;MAZDA;3;2007;1;;;;Nē;
197499322;1;Vieglā;ŠKODA;FABIA;2011;3;;;;Nē;
197499322;2;Vieglā;BMW;X6;2008;3;;;;Nē;
197499322;;;;;;2;;;S;Nē;bez miesas bojājumiem
197499322;;;;;;1;;;S;Nē;bez miesas bojājumiem
197499336;1;Vieglā;VW;SHARAN;1998;3;;;;Nē;
197499336;2;Vieglā;VW;SHARAN;1999;3;;;;Nē;
197499336;;;;;;1;;;V;Nē;bez miesas bojājumiem
197499336;;;;;;2;;;V;Nē;bez miesas bojājumiem
197499413;1;Kravas;RENAULT;MASTER;2011;3;;;;Nē;
197499413;2;Vieglā;MERCEDES BENZ;S350;2006;3;;;;Nē;
197499413;;;;;;1;;;V;Nē;bez miesas bojājumiem
197499413;;;;;;2;;;V;Nē;bez miesas bojājumiem
197499422;1;Vieglā;VW;GOLF;1998;3;;;;Nē;
197499422;2;Vieglā;VOLVO;S80;2004;3;;;;Nē;
197499422;;;;;;1;;;S;Nē;bez miesas bojājumiem
197499422;;;;;;2;;;S;Nē;bez miesas bojājumiem
197592236;1;Vieglā;VW;GOLF VARIANT;2002;3;;;;Nē;
197592236;2;Vieglā;CHRYSLER;VOYAGER;2002;3;;;;Nē;
197592236;;;;;;1;;;V;Nē;bez miesas bojājumiem
197592236;;;;;;2;;;S;Nē;bez miesas bojājumiem
197592248;1;Kravas;VW;LT35;2005;1;;;;Nē;
197592248;2;Vieglā;DODGE;CARAVAN;2002;1;;;;Nē;
197592584;1;Vieglā;VOLVO;S80;2000;3;;;;Nē;
197592584;2;Vieglā;VW;GOLF;2015;3;;;;Nē;
197592584;;;;;;1;;;V;Nē;bez miesas bojājumiem
197592584;;;;;;2;;;V;Nē;bez miesas bojājumiem
197592591;1;Vieglā;LEXUS;RX 400H;2007;1;;;;Nē;
197592591;2;Vieglā;VW;PASSAT;2019;1;;;;Nē;
197592595;1;Vieglā;OPEL;ZAFIRA;2002;3;;;;Nē;
197592595;2;Vieglā;VW;PASSAT;2007;3;;;;Nē;
197592595;;;;;;1;;;V;Nē;bez miesas bojājumiem
197592595;;;;;;2;;;S;Nē;bez miesas bojājumiem
197592599;1;Vieglā;TOYOTA;AURIS;2010;1;;;;Nē;
197592599;2;Motocikls;HONDA;CBR 600 FA;2013;1;;;;Nē;
197592653;1;Vieglā;TOYOTA;COROLLA;2015;1;;;;Nē;
197592653;2;Vieglā;FORD;FIESTA;2007;1;;;;Nē;
197592661;1;Vieglā;JEEP;CHEROKEE;1997;3;;;;Nē;
197592661;2;Vieglā;VOLVO;V70;2005;3;;;;Nē;
197592661;;;;;;1;;;V;Nē;bez miesas bojājumiem
197592661;;;;;;2;;;S;Nē;bez miesas bojājumiem
197592683;;;;;;2;;;S;Nē;bez miesas bojājumiem
197592683;;;;;;1;;;S;Nē;bez miesas bojājumiem
197592779;1;Vieglā;FORD;FUSION;2006;1;;;;Nē;
197592779;2;Vieglā;BMW;316;1999;1;;;;Nē;
197592846;1;Vieglā;FORD;GALAXY;2001;1;Vadītājs;68;V;Nē;bez miesas bojājumiem
197592846;2;Vieglā;KIA;SORENTO;2007;2;Vadītājs;58;V;Nē;bez miesas bojājumiem
197592860;1;Vieglā;VOLVO;S80;2007;3;;;;Nē;
197592860;2;Vieglā;VW;GOLF;2018;3;;;;Nē;
197592860;;;;;;2;;;S;Nē;bez miesas bojājumiem
197592860;;;;;;1;;;V;Nē;bez miesas bojājumiem
